3154	Frank Lloyd	Lester Cole#Nathaniel Curtis	James Cagney#Sylvia Sidney#Porter Hall	English#Japanese	A dedicated American reporter in 1930s Japan is determined to expose that government's plan for world domination.
3155	Andy Tennant	Anna Leonowens#Steve Meerson	Jodie Foster#Yun-Fat Chow#Bai Ling	English#Thai#French	The story of the romance between the King of Siam and widowed British schoolteacher, Anna Leonowens, during the 1860s.
3156	Chris Columbus	Isaac Asimov#Isaac Asimov	Robin Williams#Embeth Davidtz#Sam Neill	English	An android endeavors to become human as he gradually acquires emotions.
3157	Rob Minkoff	E.B. White#M. Night Shyamalan	Michael J. Fox#Geena Davis#Hugh Laurie	Germany#USA	The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.
3158	Kaige Chen	Kaige Chen#Peigong Wang	Li Gong#Fengyi Zhang#Zhou Sun	China#Japan#France	In pre-unified China, the King of Qin sends his concubine to a rival kingdom to produce an assassin for a political plot, but as the king's cruelty mounts she finds her loyalty faltering.
3159	James Algar#Gaëtan Brizzi	Eric Goldberg#Hans Christian Andersen	James Levine#Steve Martin#Itzhak Perlman	USA	An update of the original film with new interpretations of great works of classical music.
3160	Paul Thomas Anderson	Paul Thomas Anderson	Tom Cruise#Jason Robards#Julianne Moore	English#German#French	An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.
3161	Martha Fiennes	Peter Ettedgui#Alexander Pushkin	Ralph Fiennes#Liv Tyler#Toby Stephens	English#French	In the opulent St. Petersburg of the Empire period, Eugene Onegin is a jaded but dashing aristocrat - a man often lacking in empathy, who suffers from restlessness, melancholy and, finally,...
3162	Matthew Warchus	Sam Shepard#Matthew Warchus	Nick Nolte#Jeff Bridges#Sharon Stone	UK#France#USA	As youths in Azusa, Vinnie, Carter, and Rosie pull off a racing scam, substituting winners for plodders and winning big bucks on long odds. When an official uncovers the scam, they set him ...
3163	Mike Leigh	Mike Leigh	Jim Broadbent#Allan Corduner#Dexter Fletcher	English#French#German#Italian#Japanese	Set in the 1880s, the story of how, during a creative dry spell, the partnership of the legendary musical/theatrical writers Gilbert and Sullivan almost dissolves, before they turn it all around and write the Mikado.
3164	Radley Metzger	Peter Fernandez	Anne Arthur#Karin Field#Sabrina Koch	English	A couple about to be married are both having affairs, with women. This campy sex-romp takes place in some European city where everyone appears to be sex crazed and speaks with a different ...
3165	James B. Harris	Gerald Petievich#James B. Harris	Wesley Snipes#Dennis Hopper#Lolita Davidovich	English	A pair of sociopath killers take on the police and the mob in order to make one last big score.
3166	Robert Ellis Miller	Noreen Stone#James D. Buchanan	Brooke Shields#Timothy Dalton#Tony Peck	English	Mike is a struggling artist who draws the "Brenda Starr" strip for the papers. When Brenda comes to life in the strip and sees how unappreciated she is by Mike, she leaves the strip. To get...
3167	Mike Nichols	Jules Feiffer	Jack Nicholson#Candice Bergen#Ann-Margret	English	Chronicling the lifelong sexual development of two men who meet and befriend one another in college.
3168	Dennis Hopper	Peter Fonda#Dennis Hopper	Peter Fonda#Dennis Hopper#Jack Nicholson	English#Spanish#Greek, Ancient (to 1453)	Through the open country and desert lands, two bikers head from L.A to New Orleans, and along the way, meet a man who bridges a counter-culture gap they are unaware of.
3169	John Schlesinger	Robert Lindsey#Steven Zaillian	Timothy Hutton#Sean Penn#Pat Hingle	English	The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.
3170	John English#William Witney	Barry Shipman#George Worthing Yates	Chief Thundercloud#Lynne Roberts#Stanley Andrews	English	Edited version of the 1938 Republic serial "The Lone Ranger."
3171	Jack Clayton	Neil Paterson#John Braine	Laurence Harvey#Simone Signoret#Heather Sears	English	An ambitious young accountant plots to wed a wealthy factory owner's daughter, despite falling in love with a married older woman.
3172	Mario Camerini	Franco Brusati#Mario Camerini	Kirk Douglas#Silvana Mangano#Anthony Quinn	Italian#English	A movie adaptation of Homer's second epic, that talks about Ulysses' efforts to return to his home after the end of ten years of war.
3173	Oliver Stone	Daniel Pyne#John Logan	Al Pacino#Dennis Quaid#Cameron Diaz	English	A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
3174	Milos Forman	Scott Alexander#Larry Karaszewski	Jim Carrey#Danny DeVito#Gerry Becker	English	The life and career of legendary comedian
3175	Dean Parisot	David Howard#David Howard	Tim Allen#Sigourney Weaver#Alan Rickman	English	The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.
3176	None	None	None	IMDbPro	None
3177	Steve Carr	Ice Cube#DJ Pooh	Ice Cube#Mike Epps#Justin Pierce	USA	Uncle Elroy and Day Day owe money on taxes so Craig finds a way to steal from the next door neighbors to pay off the taxes so Uncle Elroy's house doesn't get put up for auction.
3178	None	None	None	English	None
3179	Alan Parker	Frank McCourt#Laura Jones	Emily Watson#Robert Carlyle#Joe Breen	English	Based on the best-selling autobiography by Irish expatriate Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the ...
3180	Ron Shelton	Ron Shelton	Woody Harrelson#Antonio Banderas#Lolita Davidovich	English	Two best friends and former middleweight contenders travel to Las Vegas to fight each other for the first time.
3181	Julie Taymor	William Shakespeare#Julie Taymor	Anthony Hopkins#Jessica Lange#Osheen Jones	English#Latin	Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family.
3182	Errol Morris	Fred A. Leuchter Jr.#Robert Jan Van Pelt#David Irving	None	English	A cinematic portrait of the life and career of the infamous American execution device designer and holocaust denier.
3183	Agnieszka Holland	Richard Vetere#John Romano	Sofia Polanska#Pavol Simon#Ivan Lukac	USA	The Vatican sends a priest to verify some miracles, performed by a woman who has been nominated for sainthood. During his investigation, the priest, who is experiencing a crisis of faith, re-discovers his own purpose in life.
3184	Jennifer Leitzes	Erich Hoeber#Jon Hoeber	Kyra Sedgwick#Stanley Tucci#Robin Tunney	English	Claire is a tough gang member that has to find the Boss' mistress, Kitty, who ran away from him. She is accompanied by Boss' trigger-happy son Jimmy. Claire's colleague gangster Nick is ...
3185	Scott Hicks	David Guterson#Ronald Bass	Ethan Hawke#Max von Sydow#Yûki Kudô	USA	A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael.
3186	James Mangold	Susanna Kaysen#James Mangold	Winona Ryder#Angelina Jolie#Clea DuVall	English	Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.
3187	Julian Goldberger	Julian Goldberger#Michael A. Robinson	Lynn Boyd#Jon Daugherty#Ryan Daugherty	English	Ryan Kazinski, 16, is in juvenile detention in Fort Myers, Florida. He gets away one day, and the world is all before him: where should he go, what should he do? Should he try to find his ...
3188	Aviva Kempner	Aviva Kempner	Reeve Brenner#Hank Greenberg#Walter Matthau	USA	The life and career of Hank Greenberg, the first major Jewish baseball star in the Major Leagues.
3189	Jay Russell	Willie Morris#Gail Gilchriest	Frankie Muniz#Kevin Bacon#Diane Lane	USA	A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.
3190	Walter Hill	William Malone#Daniel Chuba	James Spader#Peter Facinelli#Robin Tunney	English	Supernova chronicles the search and rescue patrol of a medical ship in deep space in the early 22nd century and its six-member crew which includes a captain and pilot, a co-pilot, a medical...
3191	Marion Hänsel	Damon Galgut#Marion Hänsel	John Lynch#Jonny Phillips#Oscar Petersen	English#Afrikaans	This thriller investigates the mysterious assassination of a gay pastor in rural South Africa. Without witnesses or explanations, the crime appears to the police and others as a jigsaw ...
3192	Santosh Sivan	Santosh Sivan#Santosh Sivan	Ayesha Dharker#K. Krishna#Sonu Sisupal	Tamil	A young female terrorist goes on a suicide assassination mission, but her resolve to complete it is put to the test.
3193	None	None	None	USA	None
3194	Sydney Pollack	Arthur Laurents	Barbra Streisand#Robert Redford#Bradford Dillman	USA	Two disparate people have a wonderful romance, but their political views and convictions drive them apart.
3195	John S. Robertson	Grace Miller White#E. Lloyd Sheldon	Mary Pickford#Lloyd Hughes#Gloria Hope	English	Wealthy Elias Graves builds his home on the top of a hill, where a group of squatters have taken up residence at the bottom. Many of the men in the squatters' village have their eyes on ...
3196	Billy Wilder	Billy Wilder#Edwin Blum	William Holden#Don Taylor#Otto Preminger	English#German#Russian	When two escaping American World War II prisoners are killed, the German P.O.W. camp barracks black marketeer, J.J. Sefton, is suspected of being an informer.
3197	Peter Hyams	Larry Ferguson	Sean Connery#Mark Harmon#Meg Ryan	English	A San Francisco civilian police detective is forced to work on a series of murders with his former enemy commanding officer while dating his daughter.
3198	Franklin J. Schaffner	Dalton Trumbo#Lorenzo Semple Jr.	Steve McQueen#Dustin Hoffman#Victor Jory	France#USA	A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.
3199	George Sidney	Dorothy Kingsley#John O'Hara	Rita Hayworth#Frank Sinatra#Kim Novak	English	Joey Evans is charming, handsome, funny, talented, and a first class, A-number-one heel. When Joey meets the former chorus girl ("She used to be 'Vera...with the Vanishing Veils'") and now ...
3200	Hal Ashby	Robert Towne#Darryl Ponicsan	Jack Nicholson#Randy Quaid#Otis Young	USA	Two Navy men are ordered to bring a young offender to prison, but decide to show him one last good time along the way.
3201	Bob Rafelson	Carole Eastman#Bob Rafelson	Jack Nicholson#Karen Black#Billy Green Bush	English	A dropout from upper-class America picks up work along the way on oil rigs when his life isn't spent in a squalid succession of bars, motels, and other points of interest.
3202	Werner Herzog	Werner Herzog	Helmut Döring#Paul Glauer#Gisela Hertwig	German	A group of dwarfs at a correctional facility erupt in anarchy.
3203	Phillip Noyce	Terry Hayes#Charles Williams	Nicole Kidman#Sam Neill#Billy Zane	English	After a tragedy, John Ingram and his wife Rae are spending some time isolated at sea, when they come across a stranger who has abandoned a sinking ship.
3204	Franklin J. Schaffner	Ira Levin#Heywood Gould	Gregory Peck#Laurence Olivier#James Mason	English	A Nazi hunter in Paraguay discovers a sinister and bizarre plot to rekindle the Third Reich.
3205	Mario Bava	Ennio De Concini#Mario Serandrei	Barbara Steele#John Richardson#Andrea Checchi	Italian	A vengeful witch and her fiendish servant return from the grave and begin a bloody campaign to possess the body of the witch's beautiful look-alike descendant, with only the girl's brother and a handsome doctor standing in her way.
3206	Taylor Hackford	Eric Hughes#Daniel Mainwaring	Rachel Ward#Jeff Bridges#James Woods	USA	A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.
3207	Henry King#Roy Ward Baker	Casey Robinson	Gregory Peck#Susan Hayward#Ava Gardner	English#French#Spanish#Swahili	Writer Harry Street reflects on his life as he lies dying from an infection while on safari in the shadow of Mount Kilamanjaro.
3208	Gene Quintano	Don Holley#Tori Tellem	Emilio Estevez#Samuel L. Jackson#Jon Lovitz	English	A spoof on
3209	Charles Vidor	Helen Deutsch#Prosper Mérimée	Rita Hayworth#Glenn Ford#Ron Randell	English	A beautiful but amoral gypsy girl entices a young dragoon to betray his honor and get cashiered from the service, and for her sake he soon turns to a life of crime.
3210	Amy Heckerling	Cameron Crowe#Cameron Crowe	Sean Penn#Jennifer Jason Leigh#Judge Reinhold	English	A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n' roll.
3211	Fred Schepisi	John Bryson#Robert Caswell	Meryl Streep#Sam Neill#Dale Reeves	Australia#USA	A mother whose child was killed in a dingo attack in the Australian Outback fights to prove her innocence when she is accused of murder.
3212	Ivan Passer	David Scott Milton#Ivan Passer	George Segal#Paula Prentiss#Karen Black	English	A smart-mouthed junkie and loser known as J.J. (George Segal) spends his days looking for just "one more fix".
3213	Eric Radomski#Bruce Timm	Bob Kane#Alan Burnett	Kevin Conroy#Dana Delany#Hart Bochner	English	Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.
3214	John Badham	Steve Tesich	Kevin Costner#David Marshall Grant#Rae Dawn Chong	English	Sports physician Marcus persuades his unstable brother David to come with him and train for a bicycle race across the Rocky Mountains. Marcus doesn't tell David that he has a brain aneurysm...
3215	Stuart Rosenberg	Steve Shagan#David Butler	Faye Dunaway#Oskar Werner#Lee Grant	English	The tragic 1939 voyage of SS St. Louis carrying hundreds of German Jewish refugees from Nazi Germany that seemingly no nation is willing to save from certain doom.
3216	Jesús Franco	Jaime Chávarri#Jaime Chávarri	Soledad Miranda#Dennis Price#Paul Muller	German	An erotic horror tale about a vixen vampiress seducing and killing women to appease her insatiable thirst for female blood.
3217	Michael Marcantel	Matt Groening#James L. Brooks	Dan Castellaneta#Julie Kavner#Nancy Cartwright	English	Ned Flanders starts dating a famous movie star, but has difficulties with the tabloids following them everywhere.
3218	Todd Haynes	Jean Genet#Todd Haynes	Edith Meeks#Larry Maxwell#Susan Norman	English	A boy shoots his father and flies out the window. A man falls in love with a fellow inmate in prison. A doctor accidentally ingests his experimental sex serum, wrecking havoc on the community.
3219	John Schlesinger	Daniel Pyne	Melanie Griffith#Matthew Modine#Michael Keaton	English	A couple work hard to renovate their dream house and become landlords to pay for it. Unfortunately, one of their tenants has plans of his own.
3220	Curtis Harrington	Curtis Harrington#Curtis Harrington	Dennis Hopper#Linda Lawson#Gavin Muir	English#Greek	A young sailor falls in love with a mysterious woman, performing as a mermaid at the local carnival. He soon comes to suspect the girl might be a real mermaid, who draws men to a watery death during the full moon.
3221	Peter Greenaway	Peter Greenaway	Anthony Higgins#Janet Suzman#Anne-Louise Lambert	English#German#Dutch	A young artist is commissioned by the wife of a wealthy landowner to make a series of drawings of the estate while her husband is away.
3222	Francesco Rosi	Henri Meilhac#Ludovic Halévy	Julia Migenes#Plácido Domingo#Ruggero Raimondi	French	A film version of the famous Bizet opera, where a soldier (Don Jose) falls in love with a beautiful factory worker (Carmen), but she does not reciprocate his feelings.
3223	Peter Greenaway	Peter Greenaway	Brian Deacon#Eric Deacon#Andréa Ferréol	English#French	Twin zoologists lose their wives in a car accident and become obsessed with decomposing animals.
3224	Hiroshi Teshigahara	Kôbô Abe#Kôbô Abe	Eiji Okada#Kyôko Kishida#Hiroko Itô	Japanese	An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.
3225	Kris Isacsson	Kris Isacsson	Freddie Prinze Jr.#Julia Stiles#Selma Blair	USA	A young man wins and loses the first serious love of his life. Al Connelly falls in love with the girl of his dreams. After the summer she breaks up with him. As he tries to recover Al goes to desperate measures.
3226	Robert Mugge	Roosevelt Barnes#Rory Block#R.L. Burnside	None	English	This music documentary looks at the life and legend of singer and guitarist Robert Johnson, arguably the most important figure in the history of the blues.
3227	Alfonso Albacete#Miguel Bardem	Alfonso Albacete#Miguel Bardem	Nancho Novo#Cayetana Guillén Cuervo#Ingrid Rubio	Spanish	Not Love Just Frenzy is a fast and funny adventure through the wild Euro club scene in the style of the scandalous Pedro Almodovar! A group of hot and horny twentysomething friends looking ...
3228	Eric Schaeffer	Eric Schaeffer	Eric Schaeffer#Eric Mabius#Devin Matthews	English	A whimsical look back at the life of a man who is nervous about his upcoming wedding.
3229	Irving Rapper	Leslie Sands#Val Guest	Bette Davis#Gary Merrill#Emlyn Williams	English	In an isolated house, mystery writer Janet Frobisher is involved in potentially murderous relationships.
3230	Ronald Neame	Frederick Forsyth#Kenneth Ross	Jon Voight#Maximilian Schell#Maria Schell	UK#West Germany	Following the suicide of an elderly Jewish man, a journalist in possession of the man's diary investigates the alleged sighting of a former S.S. Captain, who commanded a concentration camp during World War II.
3231	Herbert Blaché#Winchell Smith	Bronson Howard#Victor Mapes	Edward Jobson#Beulah Booker#Edward Connelly	None	The simple-minded son of a rich financier must find his own way in the world.
3232	Buster Keaton	Roi Cooper Megrue#Clyde Bruckman	Buster Keaton#Ruth Dwyer#T. Roy Barnes	English	A man learns he will inherit a fortune if he marries by 7 p.m. that same day.
3233	Desmond Davis	George Melly	Rita Tushingham#Lynn Redgrave#Michael York	English	Two young women arrive in London to make it big in show business, and become corrupted by money and fame in the process.
3234	Charles R. Rondeau	Dan Gordon	Willis Draffen Jr.#Charles Love#Charles McCormick	English	Harry Williams, member of the rhythm & blues band, Bloodstone, is about to go onstage for a concert when he is hit on the head. The rest that follows is his dream. The four band members ...
3235	Art Linson	Hunter S. Thompson#John Kaye	Peter Boyle#Bill Murray#Bruno Kirby	English	Semi-biographical film based on the experiences of gonzo journalist Hunter S. Thompson.
3236	George Englund	Philip Austin#Peter Bergman	John Rubinstein#Patricia Quinn#Don Johnson	English	Two gunfighters separate and experience surreal visions on their journey through the west.
3237	Mikael Kristersson	Caisa Persson	None	None	Filmed over several years, it is a wonder-filled portrait of a family of kestrels (European falcons) who live in a church tower above a small Swedish town. The amazing cinematography, nominated for a Swedish Oscar.
3238	Stephan Elliott	Marc Behm#Stephan Elliott	Ewan McGregor#Ashley Judd#Patrick Bergin	Canada#UK#Australia	A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.
3239	Andrew Bergman	Michael Korda#Paul Rudnick	Bette Midler#Nathan Lane#Stockard Channing	UK#Germany#Canada#Japan#USA	An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann, the famed writer of "Valley of the Dolls" and other trashy novels. ...
3240	Kevin Allen	Sacha Gervasi#Craig Ferguson	Craig Ferguson#Chris Langham#David Rasche	UK#USA	Flamboyant Glasgow hairdresser, Crawford Mackinzie, gets a letter from the World Hairdresser International Federation inviting him to its prestigious annual contest in L.A. Filmmaker Martin...
3241	Michael Corrente	Denis O'Neill	Robert Duvall#Michael Keaton#Andy Gray	English	Gordon McLeod is the manager of a second tier Scottish football team. Faced with pressure from his American owner, he is forced to bring on a marquee player to improve the fortunes of the ...
3242	Alejandro Springall	María Amparo Escandón	Dolores Heredia#Demián Bichir#Alberto Estrella	Mexico	When St. Jude appears to her to tell her that her daughter is still alive, Esperanza goes on a search to find her daughter.
3243	Les Mayfield	George Zaloom#Shawn Schepps	Sean Astin#Brendan Fraser#Pauly Shore	English	When they find a frozen caveman in their back yard, two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.
3244	Herbert Ross	Neil Simon	Richard Dreyfuss#Marsha Mason#Quinn Cummings	English#Japanese	After being dumped by her live-in boyfriend, an unemployed dancer and her 10-year-old daughter are reluctantly forced to live with a struggling off-Broadway actor.
3245	Mikhail Kalatozov	Enrique Pineda Barnet#Evgeniy Evtushenko	Sergio Corrieri#Salvador Wood#José Gallardo	Cuba#Soviet Union	Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.
3246	Spike Lee	Alex Haley#Malcolm X	Denzel Washington#Angela Bassett#Delroy Lindo	English	Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.
3247	Emile Ardolino	Paul Rudnick	Whoopi Goldberg#Maggie Smith#Kathy Najimy	English	When a worldly singer witnesses a mob crime, the police hide her as a nun in a traditional convent where she has trouble fitting in.
3248	Bill Duke	Paul Rudnick#James Orr	Whoopi Goldberg#Kathy Najimy#Maggie Smith	English	Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.
3249	Curtis Hanson	Amanda Silver	Annabella Sciorra#Rebecca De Mornay#Matt McCoy	English	After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.
3250	Frank Marshall	Piers Paul Read#John Patrick Shanley	Ethan Hawke#Vincent Spano#Josh Hamilton	English	A Uruguayan rugby team stranded in the snow swept Andes are forced to use desperate measures to survive after a plane crash.
3251	Norman Jewison	John Pielmeier#John Pielmeier	Jane Fonda#Anne Bancroft#Meg Tilly	USA#Canada	When a naive novice nun is discovered with a dead newborn in her convent quarters, a court-appointed psychiatrist investigates her case.
3252	Martin Brest	Giovanni Arpino#Bo Goldman	Al Pacino#Chris O'Donnell#James Rebhorn	English	A prep school student needing money agrees to "babysit" a blind man, but the job is not at all what he anticipated.
3253	Penelope Spheeris	Mike Myers#Mike Myers	Mike Myers#Dana Carvey#Rob Lowe	English#Cantonese	Two slacker friends try to promote their public-access cable show.
3254	Stephen Surjik	Mike Myers#Mike Myers	Mike Myers#Dana Carvey#Christopher Walken	English#Cantonese	The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.
3255	Penny Marshall	Kim Wilson#Kelly Candaele	Tom Hanks#Geena Davis#Lori Petty	English	Two sisters join the first female professional baseball league and struggle to help it succeed amidst their own growing rivalry.
3256	Phillip Noyce	Tom Clancy#W. Peter Iliff	Harrison Ford#Sean Bean#Anne Archer	English	When CIA analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets him and his family for revenge.
3257	Mick Jackson	Lawrence Kasdan	Kevin Costner#Whitney Houston#Gary Kemp	USA	A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.
3258	Robert Zemeckis	Martin Donovan#David Koepp	Meryl Streep#Bruce Willis#Goldie Hawn	English	When a woman learns of an immortality treatment, she sees it as a way to outdo her long-time rival.
3259	Ron Howard	Bob Dolman#Ron Howard	Tom Cruise#Nicole Kidman#Thomas Gibson	English	A young Irish couple flee to the States, but subsequently struggle to obtain land and prosper freely.
3260	James Ivory	E.M. Forster#Ruth Prawer Jhabvala	Anthony Hopkins#Emma Thompson#Vanessa Redgrave	UK#Japan#USA	A businessman thwarts his wife's bequest of an estate to another woman.
3261	Cameron Crowe	Cameron Crowe	Bridget Fonda#Campbell Scott#Kyra Sedgwick	English	A group of twenty-something friends, most of whom live in the same apartment complex, search for love and success in grunge-era Seattle.
3262	David Lynch	David Lynch#Robert Engels	Sheryl Lee#Ray Wise#Mädchen Amick	English	A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.
3263	Ron Shelton	Ron Shelton	Wesley Snipes#Woody Harrelson#Rosie Perez	English	Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.
3264	Fran Rubel Kuzui	Joss Whedon	Kristy Swanson#Donald Sutherland#Paul Reubens	English	A flighty teenage girl learns that she is her generation's destined battler of vampires.
3265	John Woo	John Woo#Barry Wong	Yun-Fat Chow#Tony Chiu-Wai Leung#Teresa Mo	Cantonese#English	A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
3266	Rémy Belvaux#André Bonzel	Rémy Belvaux#Rémy Belvaux	Benoît Poelvoorde#Jacqueline Poelvoorde-Pappaert#Nelly Pappaert	French	A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.
3267	Robert Rodriguez	Robert Rodriguez	Carlos Gallardo#Consuelo Gómez#Jaime de Hoyos	Spanish	A traveling mariachi is mistaken for a murderous criminal and must hide from a gang bent on killing him.
3268	Roger Spottiswoode	Blake Snyder#William Osborne	Sylvester Stallone#Estelle Getty#JoBeth Williams	English	A tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.
3269	Steve Miner	J.J. Abrams	Mel Gibson#Jamie Lee Curtis#Elijah Wood	English	During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.
3270	Wendy Apple	Mark Jonathan Harris	Kathy Bates#Zach Staenberg#Jodie Foster	English	Documentary about the art of film editing. Clips are shown from many groundbreaking films with innovative editing styles.
3271	Gary Sinise	John Steinbeck#Horton Foote	John Malkovich#Gary Sinise#Ray Walston	English	Two drifters, one a gentle but slow giant, try to make money working the fields during the Depression so they can fulfill their dreams.
3272	Abel Ferrara	Zoë Lund#Abel Ferrara	Harvey Keitel#Brian McElroy#Frank Acciarito	English#Spanish	While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness and redemption.
3273	Wes Craven	Kevin Williamson#Ehren Kruger	David Arquette#Neve Campbell#Courteney Cox	USA	While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them.
3274	Barbet Schroeder	John Lutz#Don Roos	Bridget Fonda#Jennifer Jason Leigh#Steven Weber	English	A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.
3275	Troy Duffy	Troy Duffy	Willem Dafoe#Sean Patrick Flanery#Norman Reedus	USA#Canada	Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
3276	Eric Blakeney	Eric Blakeney	Liam Neeson#Sandra Bullock#Oliver Platt	English	An undercover DEA agent brings down the Mafia.
3277	Ventura Pons	Josep Maria Benet i Jornet#Josep Maria Benet i Jornet	Josep Maria Pou#Rosa Maria Sardà#Mario Gas	Catalan	
3278	Monika Treut	Monika Treut	Susan Stryker#Texas Tomboy#Annie Sprinkle	English	Monika Treut explores the worlds and thoughts of several trans-gendered individuals. As with Treuts first film, Jungfrauenmaschine, Gendernauts, enters a minority sector of San Fransisco ...
3279	Wolfgang Dickmann	Jens Jendrich	Manfred Stücklschwaiger#Sabine Petzl#Rainer Grenkowitz	IMDbPro	
3280	None	None	None	English	None
3281	Susan Muska#Gréta Olafsdóttir	Daphne#Reanna#Gina	None	USA	Documentary about a multiple murder in rural Nebraska in 1993.
3282	Richard Spence	Tony Marchant	Steven Mackintosh#Rupert Graves#Miriam Margolyes	UK#France	Karl Foyle and Paul Prentice were best mates at school in the Seventies. But when they meet again in present-day London things are definitely not the same. Karl is now Kim, a transsexual, ...
3283	John Cassavetes	John Cassavetes	Gena Rowlands#Seymour Cassel#Val Avery	English	A museum curator falls in love with a crazy parking attendant.
3284	Anthony Harvey	James Goldman#James Goldman	George C. Scott#Joanne Woodward#Jack Gilford	English	In a Manhattan psychiatric hospital a man, convinced he is Sherlock Holmes, is treated by a female doctor who happens to be named Watson.
3285	Danny Boyle	John Hodge#Alex Garland	Leonardo DiCaprio#Daniel York#Patcharawan Patarakijjanon	English#French#Swedish#Thai#Serbian	Vicenarian Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss. Excited and intrigued, he sets out to find it.
3286	Chris Koch	Will McRobb#Chris Viscardi	Chevy Chase#Mark Webber#Schuyler Fisk	English	When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.
3287	Jun Falkenstein	Eddie Guzelian#Jun Falkenstein	Jim Cummings#Nikita Hopkins#Ken Sansom	USA#Japan	Tigger goes looking through the hundred-acre-wood to find his family.
3288	Ismail Merchant#Madhur Jaffrey	Alexandra Viets	Greta Scacchi#Madhur Jaffrey#James Wilby	France#UK#USA	A British family is trapped between culture, tradition, and the colonial sins of the past.
3289	Yimou Zhang	Xiangsheng Shi	Minzhi Wei#Huike Zhang#Zhenda Tian	Mandarin	In a remote mountain village, the teacher must leave for a month, and the mayor can find only a 13-year old girl, Wei Minzhi, to substitute. The teacher leaves one stick of chalk for each ...
3290	Tina Valinsky	Tina Valinsky	David Rosen#Alexa Jago#Jonathan Aube	English	Arne buys a house in suburban Los Angeles, only to discover that the previous owner died in a grisly manner. Then he gets a visit from the dead woman's best friend, who is convinced that ...
3291	Rob Hardy	Rob Hardy#Will Packer	Gary Dourdan#Gretchen Palmer#Kenya Moore	USA	Jermaine, a young struggling Atlanta lawyer, decides to spruce up his marriage with Jasmine, who's mentally recovering from an abusive previous relationship, by hiring Jade, a bisexual ...
3292	Joseph H. Lewis	Philip Yordan	Cornel Wilde#Richard Conte#Jean Wallace	English#Swedish	A police lt. is ordered to stop investigating deadly crime boss Mr. Brown, because he hasn't been able to get any hard evidence against him. He then goes after Brown's girlfriend who despises him, for information instead.
3293	Lynn Hershman-Leeson	Lynn Hershman-Leeson#Eileen Jones	Tilda Swinton#Francesca Faridany#Timothy Leary	USA#Germany	Emmy Coer, a computer genius, devises a method of communicating with the past by tapping into undying information waves. She manages to reach the world of Ada Lovelace, founder of the idea ...
